what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103642966
error,log,,,"Unable to get CElement for Macro",1622103646030
error,log,,,"Unable to get CElement for Macro",1622103646031
error,log,,,"Unable to get CElement for Macro",1622103646032
error,log,,,"Unable to get CElement for Macro",1622103646034
error,log,,,"Unable to get CElement for Macro",1622103646035
error,log,,,"Unable to get CElement for Macro",1622103646036
error,log,,,"Unable to get CElement for Macro",1622103646037
error,log,,,"Unable to get CElement for Macro",1622103646037
error,log,,,"Unable to get CElement for Macro",1622103646038
error,log,,,"Unable to get CElement for Macro",1622103646039
error,log,,,"Unable to get CElement for Macro",1622103646040
error,log,,,"Unable to get CElement for Macro",1622103646041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103646162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103648813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103655106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103661880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103681129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622103683302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622103685244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103712931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622103763487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622103774363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622103775133
error,log,,,"Unable to get CElement for Macro",1622103784178
error,log,,,"Unable to get CElement for Macro",1622103784179
error,log,,,"Unable to get CElement for Macro",1622103784180
error,log,,,"Unable to get CElement for Macro",1622103784181
error,log,,,"Unable to get CElement for Macro",1622103784183
error,log,,,"Unable to get CElement for Macro",1622103784184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103784371
error,log,,,"Unable to get CElement for Macro",1622103821299
error,log,,,"Unable to get CElement for Macro",1622103821300
error,log,,,"Unable to get CElement for Macro",1622103821300
error,log,,,"Unable to get CElement for Macro",1622103821301
error,log,,,"Unable to get CElement for Macro",1622103821302
error,log,,,"Unable to get CElement for Macro",1622103821303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103821428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103847261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103856827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103861345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103872069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103872714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103873094
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103873422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103873688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103874029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103874608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103875305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103875759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103876317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103876997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103877458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103877934
error,log,,,"Unable to get CElement for Macro",1622103909836
error,log,,,"Unable to get CElement for Macro",1622103909837
error,log,,,"Unable to get CElement for Macro",1622103909837
error,log,,,"Unable to get CElement for Macro",1622103909838
error,log,,,"Unable to get CElement for Macro",1622103909839
error,log,,,"Unable to get CElement for Macro",1622103909840
error,log,,,"Unable to get CElement for Macro",1622103909841
error,log,,,"Unable to get CElement for Macro",1622103909842
error,log,,,"Unable to get CElement for Macro",1622103909843
error,log,,,"Unable to get CElement for Macro",1622103909843
error,log,,,"Unable to get CElement for Macro",1622103909844
error,log,,,"Unable to get CElement for Macro",1622103909845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103909969
error,log,,,"Unable to get CElement for Macro",1622103928858
error,log,,,"Unable to get CElement for Macro",1622103928859
error,log,,,"Unable to get CElement for Macro",1622103928859
error,log,,,"Unable to get CElement for Macro",1622103928860
error,log,,,"Unable to get CElement for Macro",1622103928861
error,log,,,"Unable to get CElement for Macro",1622103928862
error,log,,,"Unable to get CElement for Macro",1622103928863
error,log,,,"Unable to get CElement for Macro",1622103928865
error,log,,,"Unable to get CElement for Macro",1622103928866
error,log,,,"Unable to get CElement for Macro",1622103928866
error,log,,,"Unable to get CElement for Macro",1622103928867
error,log,,,"Unable to get CElement for Macro",1622103928868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622103928995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103937674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1622103951828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103956691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103959947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103964773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622103968537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622103972400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622103974474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622103974935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104000355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104005386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104019521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104023597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104024517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104025488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104043083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104056671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104058899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104063231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104065337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104066708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104069347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104079037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104094908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104181822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104185971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104197655
error,log,,,"Unable to get CElement for Macro",1622104203529
error,log,,,"Unable to get CElement for Macro",1622104203531
error,log,,,"Unable to get CElement for Macro",1622104203532
error,log,,,"Unable to get CElement for Macro",1622104203533
error,log,,,"Unable to get CElement for Macro",1622104203534
error,log,,,"Unable to get CElement for Macro",1622104203535
error,log,,,"Unable to get CElement for Macro",1622104203536
error,log,,,"Unable to get CElement for Macro",1622104203536
error,log,,,"Unable to get CElement for Macro",1622104203537
error,log,,,"Unable to get CElement for Macro",1622104203538
error,log,,,"Unable to get CElement for Macro",1622104203539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104203666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104208801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104212067
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104220190
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104228100
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1622104232058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104235215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104259674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104295113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104296864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104297108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104308384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104325427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104327458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104334185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104356447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104376681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104424345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104426012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104434350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104435137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104466124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104467406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104480694
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104483661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104486435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104496352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104501045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104505825
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622104511042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622104513484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104513746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104515652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104709106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104712822
error,log,,,"Unable to get CElement for Macro",1622104716570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104716705
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104723180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104725319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104812975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1622104816822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104824136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104826013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104888208
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622104890304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104891664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104903393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104904419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104920134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104925030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104941494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104943034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1622104976238
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104976389
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104984971
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104985560
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104986325
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104991273
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622104995508
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104995673
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622104998658
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622104998906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622105030830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1622105034013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1622105035635
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1622105041890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1622105042446
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105056641
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105056915
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105062298
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105062846
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105062971
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105068914
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105069148
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105071426
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105071676
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105078950
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105079208
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105082662
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105082891
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105083841
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105084107
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1622105085589
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1622105085864
